,Comment,Emotion
2335,ill make local friends go movies know fact wont even without meaning cause seriously doubt actual intention hurt feelings actually call heartless moral brainless came across way,anger
2336,get headaches easily agitated feel frightened aggressive,fear
2337,might potential job line feeling generous,joy
2338,dont think would touched book hadnt received free got past judgments author white people problems entitled rich whining self delusions feel like got something valuable book,joy
2339,feeling grumpy irritated,anger
2340,feel like ive given relationships forever im hardly ever successful maintaining friendships theres pressure settling age,joy
2341,want feel frustrated anymore,anger
2342,still feel shaky worst hit areas damage destruction complete,fear
2343,feeling little annoyed people,anger
2344,feel agitated sort lost,anger
2345,really carry grudge long time feel wronged hurt someway whether aware,anger
2346,feel bothered fact us given many chances see least bit appreciation utter gratefulness downright souls,anger
2347,pay bills still cash bank leave feeling pretty satisfied right,joy
2348,feeling scared ra lot work goes job,fear
2349,feel like rather unkind,anger
2350,constantly panicky making big fuss learning exam results often feeling spiteful lost mark two top class,anger
2351,working one thing feel unsure completing,fear
2352,feel stressed,anger
2353,ill go warms muscles always laugh midst quirky little inter generational exercise family six months im regular reminds ive accomplished epic feat longer feeling way intimidated go gym,fear
2354,sit feeling generally satisfied lean bench take cigarette georges lit asks ya feel man,joy
2355,guess sort believe deep feel unsure unknown,fear
2356,already said one many feeling threatened attacked government media today look outside small life,fear
2357,im bit paranoid checked dorm inspected though thats always sorts things thats making feel anxious every time start thinking cleaning packing,fear
2358,would feel differently believed leaders perfectly truthful,joy
2359,feeling strange frankly bad sad,fear
2360,know feel offended,anger
2361,feel irritated helpless,anger
2362,feel really lucky found resource always felt answers needed asking,joy
2363,remember feeling nervous wasnt progressing thrilled,fear
2364,really feel like wading dangerous waters think dialog really important,anger
2365,wondering feeling ecstatic,joy
2366,however feel amused also called famous last words cathartic think one people secretly likes mychem admit fear damaging music cred,joy
2367,im feeling generous ahahahaha im morbidly funny,joy
2368,feel lucky live warm home three people love,joy
2369,overwhelming feeling good enough recently,joy
2370,feel glad proud could answer complicated questions ever done,joy
2371,would taken something feels weird going foreign country taking pictures places things people probably consider commonplace,fear
2372,believe feel petrified,fear
2373,refuse let feel bitter small sacrifices make,anger
2374,dream infuriated husband woke feeling infuriated unfortunately couldnt remember substance dream couldnt adequately express b stupid dream,anger
2375,would liked go wouldnt leave without reason would feel highly uncomfortable,fear
2376,feeling optimistic actually ran first couple miles probably pace,joy
2377,tell feel oddly vulnerable disjointed like dont want come play lot time,fear
2378,feel vulnerable,fear
2379,know im quite selfish sometimes feel like dont want throw everything something uncertain,fear
2380,wonder sometimes whether added antagonism misunderstanding many people towards us feel reluctant wholeheartedly support traditional armistice day remembrances,fear
2381,feel litte shaken point,fear
2382,wasnt feeling casual much,joy
2383,im currently trying implement changes life already feel valuable business family,joy
2384,found good article mediate feel threatened intimidated ex controlled life controlled ex child manipulated ex,fear
2385,feel love thank pagetitle popular news abc news u,joy
2386,im sure something come day im feeling little artistic,joy
2387,ive little movie star tears come way feel relieved,joy
2388,cant blog im feeling inspired blog lose inspiration,joy
2389,wanted feel assured,joy
2390,feel awkwardness weird kind tension,fear
2391,feel equally wronged,anger
2392,feel skeptical looks eye rolls say need bigger house dinks double income kids prettymuch awesome acronym ever,fear
2393,love long summer evenings shoot clock feel pressured short daylight hours winter provides,fear
2394,feel scared dont know students teachers,fear
2395,feel like matter house never acceptable,joy
2396,cant seem command feeling im sure anyone relate,joy
2397,love colors way yarns feel also love supporting small businesses allows provide quality products shop,joy
2398,sure feeling nervous potential air raids luftwaffe,fear
2399,feel cold days,anger
2400,im feeling way trusting,joy
2401,cant shake im hiding feel beneath fab jacket vibe style doesnt mesh well clothes wear,joy
2402,mean every time negative thought feeling reaction going consciously replace positive one,joy
2403,believe make person feel uptight want envous another sin called jealousy,fear
2404,ive feelin cranky blog im feeling still bit childish already dont know blog address something else,anger
2405,feel ive got foot door fantastic world walking running trails fells mountains,joy
2406,ive feeling kind distracted obviously conducive working philosophy problems,anger
2407,feel shy broken english,fear
2408,feel like child got one lick delicious lollypop ever,joy
2409,used always feel jealous things received compliments valuable stuffs,anger
2410,feeling pretty confused future career goals however seeing creatively stimulating fulfilling teaching feel confident pursuing career education,fear
2411,feel absolutely stumped floor dance charming gentle specially continental feeling purely mental heaven rest us asbestos dance,joy
2412,doubt theres greater reluctance federal authorities employ tear gas plain force feel threatened,fear
2413,needed feeling greedy,anger
2414,quite dig subdued tone plot direction feel reluctant emotional bond show,fear
2415,feel selfish read back former posts never asked prayers others never considered may others deserve prayers answered,anger
